INSTNM,CITY,STABBR,ZIP,ADM_RATE_ALL,ADMCON7,SAT_AVG,ACTCM25,ACTCM75,OPENADMP,PCTFLOAN_DCS,PCTPELL_DCS,FTFTPCTFLOAN,UGDS,UGDS_MEN,UGDS_WOMEN,UG25ABV,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,FIRSTGEN_DEBT_MDN,NOTFIRSTGEN_DEBT_MDN,PAR_ED_PCT_1STGEN,FAMINC,MD_FAMINC,PCT_BORN_US,UNEMP_RATE,COSTT4_A,COSTT4_P
Milan Institute-Merced,Merced,CA,95340-2626,,,,,,1.0,0.7288,0.7627,0.8111,238.0,0.1387,0.8613,0.4055,0.1303,0.0672,0.7017,0.0168,0.0084,0.0042,0.0252,0.0,0.0462,6333,6333,0.598810613,20196.087413,12561,85.5699996948242,4.32000017166137,,25330.0
Midwest Technical Institute-Missouri,Springfield,MO,65804-4414,,,,,,1.0,0.661,0.5862,0.6949,340.0,0.4941,0.5059,0.5351,0.8029,0.0941,0.0559,0.0059,0.0,0.0,0.0294,0.0029,0.0088,9251,9301,0.5129990715,23985.576728,16417,97.7300033569336,3.75,,26002.0
Augusta University,Augusta,GA,30912,0.85532652668079,1.0,1105.0,19.0,26.0,2.0,0.4112,0.405,0.3507,5098.0,0.348,0.652,0.142,0.4706,0.2713,0.1,0.0792,0.0018,0.0016,0.0557,0.01,0.0098,13109,13000,0.2831900669,52193.71886,37793.5,93.3300018310547,3.67000007629394,21924.0,
Middle Georgia State University,Macon,GA,31206,0.99709302325581,5.0,1020.0,15.0,23.0,2.0,0.3855,0.4631,0.4332,6589.0,0.4465,0.5535,0.2746,0.5119,0.3225,0.0706,0.0296,0.0021,0.0012,0.0414,0.0175,0.0032,9500,9500,0.356277533,40236.079353,27992,95.9700012207031,3.34999990463256,19127.0,
Trenz Beauty Academy,Calumet City,IL,60409,,,,,,1.0,0.1567,0.1723,0.1304,128.0,0.0078,0.9922,0.6683,0.0,0.9375,0.0313,0.0,0.0,0.0,0.0,0.0,0.0313,PS,PS,0.5227272727,10045.655172,9396,,,,17243.0
Paul Mitchell the School-Denver,Lakewood,CO,80226,,,,,,1.0,0.5673,0.3918,0.8471,252.0,0.0357,0.9643,0.444,0.4841,0.0476,0.25,0.0198,0.0119,0.0,0.0635,0.0,0.123,6262,9522,0.4299065421,43900.066929,27797,,,,22967.0
Academy of Interactive Entertainment,Seattle,WA,98109-4623,0.79838709677419,3.0,,,,2.0,0.5876,0.4021,0.5254,65.0,0.7692,0.2308,0.2022,0.5846,0.0615,0.0462,0.0462,0.0308,0.0,0.1538,0.0,0.0769,12000,12000,PS,54371.742574,38364,,,34602.0,
Arrojo Cosmetology School,New York,NY,10014,,,,,,1.0,0.75,0.375,0.2841,144.0,0.1528,0.8472,0.4466,0.4792,0.0764,0.3333,0.0556,0.0069,0.0,0.0208,0.0,0.0278,10125,9792,0.4375,41746.244604,23146,,,,22535.0
Cosmetology Academy of Texarkana,Texarkana,TX,75503,,,,,,1.0,0.7891,0.7347,0.8889,64.0,0.1875,0.8125,0.4865,0.375,0.5625,0.0469,0.0,0.0,0.0,0.0156,0.0,0.0,PS,PS,PS,20226.262136,14709,,,,18015.0
Veritas Baptist College,Lawrenceburg,IN,47025,1.0,3.0,,,,2.0,0.1186,0.3814,0.0,123.0,0.6098,0.3902,0.5035,0.8049,0.0407,0.065,0.0569,0.0081,0.0,0.0244,0.0,0.0,PS,PS,PS,39275.742857,38283,,,12876.0,
Lynnes Welding Training,Fargo,ND,58102,,,,,,1.0,0.2687,0.0746,0.2128,28.0,0.8929,0.1071,0.3,0.6429,0.0,0.0357,0.0,0.0714,0.0,0.0,0.0,0.25,3385,3312,PS,40295.926829,30875,,,,22181.0
Aviation Institute of Maintenance-Las Vegas,Las Vegas,NV,89119,,,,,,1.0,0.7098,0.6014,0.7714,294.0,0.9116,0.0884,0.5909,0.3265,0.1463,0.2041,0.1327,0.0102,0.0476,0.1293,0.0,0.0034,20500,20500,0.4445407279,29927.25486,21224,90.9100036621093,3.69000005722045,28020.0,
UEI College-Bakersfield,Bakersfield,CA,93308-0000,,,,,,1.0,0.7764,0.78,0.9392,1358.0,0.4639,0.5361,0.3995,0.0317,0.025,0.1892,0.0059,0.0029,0.0007,0.0052,0.0,0.7393,9445,9201,0.6405363589,13335.583755,6719,76.620002746582,7.42999982833862,,35456.0
DeVry College of New York,New York,NY,10016,0.42832496863237,5.0,,,,2.0,0.5817,0.547,0.7273,423.0,0.5012,0.4988,0.8937,0.208,0.3617,0.2553,0.0567,0.0024,0.0024,0.0118,0.026,0.0757,12594,13904,0.5022521408,30588.695539,22648,83.5699996948242,4.0,40652.0,
DeVry University-Arizona,Phoenix,AZ,85021,0.42832496863237,5.0,,,,2.0,0.6699,0.466,0.5,60.0,0.6167,0.3833,0.7476,0.5333,0.0833,0.2167,0.0167,0.0,0.0,0.0333,0.05,0.0667,12594,13904,0.5022521408,30588.695539,22648,83.5699996948242,4.0,40652.0,
DeVry University-California,Ontario,CA,91764,0.42832496863237,5.0,,,,2.0,0.5278,0.4914,0.4754,1582.0,0.5544,0.4456,0.8269,0.244,0.146,0.3755,0.1018,0.0076,0.0303,0.0272,0.0076,0.0601,12594,13904,0.5022521408,30588.695539,22648,83.5699996948242,4.0,37922.0,
DeVry University-Florida,Orlando,FL,32819,0.42832496863237,5.0,,,,2.0,0.674,0.5842,0.8095,281.0,0.4342,0.5658,0.8609,0.2669,0.3167,0.3167,0.0142,0.0071,0.0071,0.0178,0.0107,0.0427,12594,13904,0.5022521408,30588.695539,22648,83.5699996948242,4.0,36277.0,
DeVry University-Georgia,Decatur,GA,30030,0.42832496863237,5.0,,,,2.0,0.7349,0.6309,0.6129,508.0,0.4173,0.5827,0.8112,0.1969,0.6102,0.061,0.0098,0.0079,0.002,0.0236,0.0079,0.0807,12594,13904,0.5022521408,30588.695539,22648,83.5699996948242,4.0,36036.0,
DeVry University-Illinois,Lisle,IL,60532,0.42832496863237,5.0,1085.0,,,2.0,0.8129,0.6394,0.8683,23164.0,0.351,0.649,0.8283,0.4077,0.3011,0.1611,0.0259,0.0077,0.005,0.0275,0.0013,0.0628,12594,13904,0.5022521408,30588.695539,22648,83.5699996948242,4.0,37051.0,
DeVry University-Nevada,Henderson,NV,89074,0.42832496863237,5.0,,,,2.0,0.5862,0.5517,0.0,10.0,0.6,0.4,0.7586,0.4,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.0,12594,13904,0.5022521408,30588.695539,22648,83.5699996948242,4.0,40652.0,
DeVry University-New Jersey,Iselin,NJ,08830,0.42832496863237,5.0,,,,2.0,0.6724,0.569,0.4286,88.0,0.6023,0.3977,0.5776,0.2955,0.2955,0.2386,0.0455,0.0,0.0,0.0114,0.0455,0.0682,12594,13904,0.5022521408,30588.695539,22648,83.5699996948242,4.0,35581.0,
DeVry University-North Carolina,Charlotte,NC,28273,0.42832496863237,5.0,,,,2.0,0.5714,0.5238,0.0,8.0,0.375,0.625,0.9524,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,12594,13904,0.5022521408,30588.695539,22648,83.5699996948242,4.0,25440.0,
DeVry University-Ohio,Columbus,OH,43219,0.42832496863237,5.0,,,,2.0,0.7169,0.5403,0.8571,218.0,0.5046,0.4954,0.7674,0.5963,0.2523,0.0275,0.0275,0.0,0.0046,0.0183,0.0092,0.0642,12594,13904,0.5022521408,30588.695539,22648,83.5699996948242,4.0,35193.0,
DeVry University-Texas,Irving,TX,75063,0.42832496863237,5.0,,,,2.0,0.5345,0.5,0.1667,84.0,0.6548,0.3452,0.8218,0.3095,0.2381,0.3095,0.0357,0.0,0.0,0.0119,0.0595,0.0357,12594,13904,0.5022521408,30588.695539,22648,83.5699996948242,4.0,33242.0,
DeVry University-Virginia,Arlington,VA,22202,0.42832496863237,5.0,,,,2.0,0.6023,0.4659,1.0,59.0,0.5424,0.4576,0.8977,0.2034,0.5254,0.0847,0.0,0.0,0.0,0.0508,0.1017,0.0339,12594,13904,0.5022521408,30588.695539,22648,83.5699996948242,4.0,40652.0,
University of North Georgia,Dahlonega,GA,30597,0.69630872483221,5.0,1083.0,18.0,25.0,2.0,0.2452,0.3066,0.2309,15815.0,0.4419,0.5581,0.0955,0.707,0.0372,0.1638,0.0315,0.0016,0.0007,0.036,0.0116,0.0107,9750,9000,0.3404130658,59749.405683,44262.5,92.5199966430664,2.33999991416931,17892.0,
South Georgia State College,Douglas,GA,31533,,,,,,1.0,0.3315,0.6196,0.3698,1570.0,0.3287,0.6713,0.1643,0.5834,0.2516,0.1108,0.0045,0.0025,0.0,0.028,0.007,0.0121,7000,7125,0.3226332971,35773.133463,25804,94.6699981689453,3.51999998092651,15236.0,
Northeastern University Professional Programs,Boston,MA,02115,0.06803296703296,,,,,,0.5571,0.1961,,1958.0,0.3371,0.6629,0.2453,0.3631,0.1287,0.1287,0.0894,0.0015,0.0005,0.0342,0.1879,0.0659,21500,22249,0.1851581509,105958.14635,80224.5,86.5299987792968,2.85999989509582,,
Florida Polytechnic University,Lakeland,FL,33805-8531,0.56027347966894,1.0,1292.0,25.0,30.0,2.0,0.2498,0.3172,0.2782,1517.0,0.8134,0.1866,0.0521,0.5742,0.0686,0.2347,0.0442,0.0013,0.002,0.0534,0.0125,0.0092,8250,7023,,,,,,20179.0,
American Institute-Toms River,Toms River,NJ,08755,,,,,,1.0,0.8986,0.7797,0.9241,397.0,0.1839,0.8161,0.5455,0.4207,0.262,0.2519,0.0202,0.0,0.0025,0.0403,0.0,0.0025,9300,9500,0.6737288136,17161.585565,12000,74.7399978637695,5.59000015258789,,22233.0
Alamo City Barber College,San Antonio,TX,78250-3227,,,,,,1.0,0.5551,0.8517,0.9365,145.0,0.869,0.131,0.5444,0.0138,0.1379,0.8,0.0138,0.0,0.0,0.0345,0.0,0.0,PS,PS,0.5833333333,22463.439716,18683,,,,16519.0
Arizona College-Mesa,Mesa,AZ,85201,1.0,,,,,1.0,0.6092,0.7011,0.8525,259.0,0.0772,0.9228,0.5948,0.2278,0.1583,0.4015,0.0116,0.1197,0.0232,0.0541,0.0,0.0039,9500,9803,0.5442307692,25196.822086,17322.5,82.9599990844726,3.78999996185302,32444.0,
American College of Healthcare and Technology,Huntington Park,CA,90255,,,,,,1.0,0.8393,0.9161,0.8246,206.0,0.1117,0.8883,0.5375,0.0049,0.1165,0.8592,0.0097,0.0,0.0,0.0,0.0,0.0097,9500,9500,0.6843575419,17649.338188,11476,79.1699981689453,5.09000015258789,,18094.0
Antioch College,Yellow Springs,OH,45387,0.82954545454545,5.0,,,,2.0,0.7895,0.7293,0.6333,127.0,0.2992,0.7008,0.1579,0.4724,0.2047,0.189,0.0079,0.0079,0.0079,0.0472,0.0,0.063,PS,PS,0.2777777778,60149.37,40859.5,,,49593.0,
Texas A&M University-Central Texas,Killeen,TX,76549,0.95714285714285,3.0,,,,2.0,0.4449,0.502,0.0,1706.0,0.3951,0.6049,0.6375,0.3699,0.2474,0.2814,0.0393,0.007,0.0094,0.024,0.0012,0.0205,13302,12500,0.4310051107,33036.218796,27679.5,,,11349.0,
Central Georgia Technical College,Warner Robins,GA,31088,,,,,,1.0,0.249,0.5717,0.1481,5393.0,0.3594,0.6406,0.317,0.392,0.5034,0.0558,0.0121,0.0017,0.0002,0.0308,0.0017,0.0024,5500,5498,0.4825493171,23827.488641,16929,97.620002746582,4.13000011444091,9549.0,
Barber School of Pittsburgh,Pittsburgh,PA,15216,,,,,,1.0,0.6346,0.5833,0.7111,104.0,0.7212,0.2788,0.5306,0.5385,0.3365,0.0288,0.0096,0.0096,0.0,0.0673,0.0,0.0096,PS,PS,0.4782608696,22422.557252,16446,,,,22736.0
Innovate Salon Academy,South Plainfield,NJ,07080,,,,,,1.0,0.4799,0.4644,0.7308,207.0,0.1353,0.8647,0.4402,0.2512,0.2222,0.4444,0.0338,0.0,0.0,0.0435,0.0,0.0048,6333,6283,0.4147727273,40733.817308,22870.5,,,,28470.0
Arizona State University Digital Immersion,Scottsdale,AZ,85257,0.86994418038413,3.0,,,,2.0,0.394,0.378,,46412.0,0.367,0.633,0.6381,0.5354,0.0756,0.2329,0.0471,0.0102,0.0034,0.0479,0.0014,0.0462,13586,13692,0.3813179205,56365.776329,35851.5,86.9599990844726,3.15000009536743,,
Louisiana Delta Community College,Monroe,LA,71203,,,,,,1.0,0.4501,0.6542,0.3441,3160.0,0.3525,0.6475,0.3938,0.5123,0.4089,0.0285,0.0051,0.0025,0.0041,0.0244,0.0028,0.0114,7750,5575,0.4946183953,25966.148408,17791,,,13950.0,
Learnet Academy Inc,Los Angeles,CA,90020,0.05387067395264,,,,,1.0,0.0,0.0,0.0,32.0,0.4688,0.5313,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,
The Fab School,Rancho Cucamonga,CA,91730,,,,,,1.0,0.2375,0.2274,0.475,148.0,0.9459,0.0541,0.4339,0.473,0.027,0.3378,0.0338,0.0203,0.027,0.0811,0.0,0.0,4449,4449,0.5291005291,47801.215859,25819,,,,42019.0
Networks Barber College,Calumet City,IL,60409,,,,,,1.0,0.8857,0.8857,0.9091,12.0,0.75,0.25,0.3929,0.0,0.9167,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,PS,PS,PS,11457.16,9814.5,,,,18335.0
JB's Hair Design and Barber College,Oklahoma City,OK,73139,,,,,,1.0,0.7652,0.8261,0.7738,62.0,0.8548,0.1452,0.6102,0.129,0.5,0.371,0.0,0.0,0.0,0.0,0.0,0.0,PS,PS,0.5740740741,14223.571429,10926.5,,,,23695.0
Paul Mitchell the School-Lombard,Lombard,IL,60148,,,,,,1.0,0.5353,0.3882,0.6,86.0,0.1279,0.8721,0.3095,0.6395,0.093,0.1977,0.0,0.0,0.0,0.0116,0.0,0.0581,9684,9500,0.477124183,43188.458844,23471,98.5,4.51000022888183,,23518.0
Paul Mitchell the School-Greenville,Greenville,SC,29607,,,,,,1.0,0.6007,0.5833,0.8667,153.0,0.0392,0.9608,0.3587,0.6732,0.1895,0.0719,0.0196,0.0065,0.0,0.0392,0.0,0.0,9500,9500,0.4396248535,34063.929897,23585.5,91.120002746582,4.13999986648559,,19579.0
Barber and Beauty Academy of Pennsylvania,Harrisburg,PA,17109,,,,,,1.0,0.6233,0.1575,0.8077,63.0,0.0476,0.9524,0.7736,0.2857,0.254,0.1905,0.0794,0.0159,0.0,0.1746,0.0,0.0,PS,PS,PS,17047,13202,,,,
Delta College of Arts & Technology-Lafayette Campus,Lafayette,LA,70508,,,,,,1.0,0.6421,0.6455,0.6032,194.0,0.0309,0.9691,0.5918,0.2938,0.6289,0.0309,0.0052,0.0,0.0,0.0412,0.0,0.0,5869,7000,0.5448613377,23031.762238,15980,97.3600006103515,4.51000022888183,,19854.0
Delta College-Slidell Campus,Slidell,LA,70460-2624,,,,,,1.0,0.7179,0.6513,0.6889,129.0,0.0775,0.9225,0.625,0.2791,0.6899,0.0233,0.0,0.0,0.0,0.0078,0.0,0.0,6200,6200,0.5276190476,22639.281734,14836.5,97.75,3.41000008583068,,20596.0
Integrity College of Health,Pasadena,CA,91104,,,,,,1.0,0.7273,0.6477,0.8519,150.0,0.12,0.88,0.4425,0.0867,0.0333,0.74,0.1,0.0333,0.0,0.0,0.0067,0.0,PS,PS,0.4821428571,29657.337662,22587,,,,28536.0
Electrical and HVAC/R Training Center,Copiague,NY,11726,,,,,,1.0,0.5589,0.5173,0.5631,232.0,0.9828,0.0172,0.3333,0.3966,0.2284,0.319,0.0302,0.0,0.0,0.0,0.0,0.0259,6333,3666,0.5099009901,42956.248963,27675,,,,20498.0
Alexander Paul Institute of Hair Design,Greenville,NC,27858-3344,,,,,,1.0,0.6308,0.4769,0.75,51.0,0.0588,0.9412,0.2059,0.6471,0.2353,0.0196,0.0,0.0588,0.0,0.0392,0.0,0.0,PS,PS,PS,49064.733333,30806,,,,16791.0
More Tech Institute,Hialeah,FL,33012,,,,,,1.0,1.0,1.0,1.0,63.0,0.0794,0.9206,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PS,PS,PS,6617.0487805,0,,,,37741.0
Dorsey College-Dearborn,Detroit,MI,48228,,,,,,1.0,0.7939,0.7455,0.766,359.0,0.3175,0.6825,0.503,0.156,0.5933,0.0808,0.0139,0.0139,0.0056,0.0557,0.0028,0.078,9500,9500,0.5743727599,15824.308166,11499,93.5599975585937,4.57000017166137,35114.0,
Neecee's Barber College,Abilene,TX,79602,,,,,,1.0,0.8393,0.875,0.9091,31.0,0.6774,0.3226,0.58,0.2258,0.2581,0.4516,0.0,0.0,0.0,0.0645,0.0,0.0,PS,PS,0.6351351351,17273.571429,13597,,,,23230.0
Bella Cosmetology and Barber College,Greenville,TX,75402,,,,,,1.0,0.5068,0.589,0.625,58.0,0.1207,0.8793,0.434,0.6379,0.1897,0.1724,0.0,0.0,0.0,0.0,0.0,0.0,PS,PS,PS,32578.4,22467.5,,,,29486.0
Franklin Hair Academy School of Cosmetology,Franklin,TN,37064-2126,,,,,,1.0,0.2857,0.5079,0.5714,39.0,0.0513,0.9487,0.3939,0.7692,0.1282,0.0256,0.0256,0.0,0.0,0.0,0.0,0.0513,PS,PS,PS,19689.557692,14141,,,,23445.0
Ana G. Mendez University,Orlando,FL,32822,,,,,,1.0,0.5335,0.7583,0.5931,4662.0,0.2291,0.7709,0.7139,0.0049,0.0002,0.6163,0.0,0.0,0.0,0.0009,0.0,0.3777,5666,5578,,,,,,23650.0,
Ohio Institute of Allied Health,Huber Heights,OH,45424-3646,,,,,,1.0,0.9684,0.9158,0.8333,32.0,0.0625,0.9375,0.8824,0.3125,0.5938,0.0313,0.0,0.0,0.0,0.0313,0.0,0.0313,PS,PS,0.6219512195,35519.989583,26452.5,,,36996.0,
Access Careers,Hempstead,NY,11550-0000,,,,,,1.0,0.0283,0.0354,0.3038,266.0,0.188,0.812,0.6272,0.1429,0.2895,0.4361,0.0752,0.0,0.0,0.0526,0.0,0.0038,PS,PS,0.5957446809,19552,14403,,,,
Luckes Beauty Academy LLC,Newport  News,VA,23601-1303,,,,,,1.0,0.449,0.5306,0.5714,21.0,0.0,1.0,0.75,0.0952,0.8571,0.0476,0.0,0.0,0.0,0.0,0.0,0.0,PS,PS,0.5,22112.563636,17804,,,,13281.0
Total Transformation Institute of Cosmetology,San Marcos,TX,78666-8115,,,,,,1.0,0.5283,0.5377,0.7692,70.0,0.0857,0.9143,0.4179,0.3,0.1,0.5,0.0143,0.0286,0.0,0.0,0.0,0.0571,PS,PS,PS,28215.656716,17805,,,,31180.0
Vibe Barber College,Memphis,TN,38107-2538,,,,,,1.0,0.4776,0.7015,0.7778,67.0,0.8209,0.1791,0.6964,0.0149,0.8209,0.1045,0.0,0.0,0.0,0.0,0.0,0.0597,PS,PS,0.6,10194.068493,314,,,,16472.0
Champ's Barber School,Lancaster,PA,17602-3809,,,,,,1.0,0.9231,0.8923,0.9444,46.0,0.8696,0.1304,0.5278,0.2174,0.3478,0.3696,0.0,0.0,0.0,0.0217,0.0,0.0435,PS,PS,0.6875,12020.741379,1895,,,,23425.0
Washington University of Science and Technology,Vienna,VA,22182-2734,,,,,,1.0,,,,176.0,0.6534,0.3466,0.2947,0.0,0.0,0.0114,0.0455,0.0,0.0,0.0,0.6989,0.2443,PS,PS,,,,,,,
East-West Healing Arts Institute,Madison,WI,53719-1133,,,,,,1.0,0.5806,0.4194,0.6154,53.0,0.2264,0.7736,0.7119,0.7925,0.0566,0.1321,0.0189,0.0,0.0,0.0,0.0,0.0,PS,PS,PS,33075.674419,26073,,,,34165.0
Standard Healthcare Services-College of Nursing,Falls Church,VA,22043,0.32679738562091,3.0,,,,2.0,0.6626,0.4643,0.8372,623.0,0.0738,0.9262,0.9459,0.0482,0.7978,0.0738,0.0578,0.0032,0.0016,0.0144,0.0,0.0032,14680,14680,0.4884792627,42839.429907,34584,,,,39173.0
Philadelphia Technician Training,Philadelphia,PA,19138-1324,,,,,,1.0,0.7703,0.8139,0.7962,635.0,0.7087,0.2913,0.6193,0.0409,0.8614,0.0598,0.0016,0.0016,0.0,0.0016,0.0,0.0331,9500,6552,0.6684350133,10551.860113,0,,,,26335.0
Grace International Beauty School,Flushing,NY,11355-2446,,,,,,1.0,0.0,0.5214,0.0,26.0,0.1538,0.8462,0.96,0.0,0.0,0.1154,0.8846,0.0,0.0,0.0,0.0,0.0,PS,PS,PS,12038.574627,10058,,,,19894.0
Alliance Computing Solutions,Flushing,NY,11354-6507,,,,,,1.0,0.2,0.9,0.2,7.0,0.1429,0.8571,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,PS,PS,PS,13859.785714,12440.5,,,,20418.0
InterAmerican Technical Institute,Miami,FL,33174-2950,,,,,,1.0,0.7814,0.8197,0.9527,124.0,0.2661,0.7339,0.9136,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PS,PS,0.7215909091,6534.8245614,0,,,,33774.0
Bay Area Medical Academy,San Francisco,CA,94108-3623,,,,,,1.0,0.6981,0.6925,0.7561,211.0,0.0948,0.9052,0.5,0.0569,0.2322,0.4834,0.0664,0.0142,0.0,0.0806,0.0332,0.0332,PS,PS,0.5197740113,25486.253589,16641,,,,30622.0
Mind Body Institute,Madison,TN,37115-2120,,,,,,1.0,0.3788,0.2879,0.875,36.0,0.2778,0.7222,0.7551,0.5556,0.3333,0.0833,0.0,0.0,0.0,0.0,0.0,0.0278,PS,PS,PS,33007.236364,20440,,,,20492.0
Parisian Spa Institute,Jacksonville,FL,32204-4127,,,,,,1.0,0.4989,0.2538,0.4375,202.0,0.0347,0.9653,0.623,0.2673,0.5495,0.1337,0.0248,0.005,0.0,0.0198,0.0,0.0,3167,3167,0.5818181818,23710.675676,17764,,,,8708.0
Creative Touch Cosmetology School,Waterloo,IL,62298-1609,,,,,,1.0,0.75,0.75,0.8,22.0,0.0,1.0,0.3636,0.9091,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,PS,PS,PS,29957.6,12158,,,,16692.0
LaBarberia Institute of Hair,Mayfield Hts,OH,44124,,,,,,1.0,0.1395,0.7715,0.1681,202.0,0.5693,0.4307,0.5423,0.1287,0.8366,0.0198,0.005,0.0,0.0,0.005,0.0,0.005,12000,10304,0.4744525547,15922.693252,10365,,,,18208.0
Bos-Man's Barber College,Shreveport,LA,71108,1.0,3.0,,,,2.0,0.8052,0.8052,1.0,33.0,0.7576,0.2424,0.6462,0.0303,0.9697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PS,PS,0.453125,12644.586667,9407,,,,19267.0
Lawrence & Company College of Cosmetology,Selma,CA,93662-3509,,,,,,1.0,0.4655,0.6207,0.2759,42.0,0.2619,0.7381,0.3273,0.0714,0.0,0.881,0.0,0.0238,0.0,0.0238,0.0,0.0,PS,PS,0.6428571429,12779.225806,9351,,,,19427.0
Alabama College of Osteopathic Medicine,Dothan,AL,36303-2251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High Desert Medical College,Lancaster,CA,93534,,,,,,1.0,0.6869,0.6947,0.902,1600.0,0.0775,0.9225,0.5081,0.1869,0.125,0.5638,0.05,0.0063,0.0044,0.0369,0.0,0.0269,9500,10510,0.5996409336,21764.237265,13379,,,,31084.0
Paul Mitchell the School-Schenectady,Schenectady,NY,12305-2303,,,,,,1.0,0.6049,0.4878,0.75,100.0,0.19,0.81,0.3898,0.65,0.08,0.12,0.0,0.0,0.0,0.08,0.0,0.07,6492,5500,0.3681318681,47068.75,27361,,,,24501.0
Beyond Measure Barbering Institute,Mebane,NC,27302-2323,,,,,,1.0,0.9577,0.9577,1.0,61.0,0.7377,0.2623,0.6226,0.2295,0.6885,0.0492,0.0328,0.0,0.0,0.0,0.0,0.0,PS,PS,PS,10115.422535,6062,,,,16120.0
Barber Institute of Texas,Longview,TX,75602-3456,,,,,,1.0,0.3968,0.3968,1.0,63.0,0.746,0.254,0.3077,0.1429,0.6667,0.1905,0.0,0.0,0.0,0.0,0.0,0.0,PS,PS,0.6428571429,18973.984848,5003.5,,,,21951.0
Jupiter Beauty Academy,Boston,MA,02122-2834,,,,,,1.0,0.0664,0.2694,0.0222,248.0,0.0403,0.9597,0.6092,0.0565,0.1976,0.1855,0.4919,0.0161,0.0,0.0081,0.0,0.0444,PS,PS,PS,10489.9375,870.5,,,,
MedQuest College,Louisville,KY,40223-1882,,,,,,1.0,0.7023,0.9494,0.5476,360.0,0.0611,0.9389,0.367,0.4194,0.3972,0.1306,0.0194,0.0,0.0,0.0333,0.0,0.0,9179,9350,0.5743440233,25718.880299,15912,,,,23091.0
First Coast Barber Academy,Jacksonville,FL,32202,,,,,,1.0,0.5195,0.4805,1.0,32.0,0.6563,0.3438,0.75,0.125,0.75,0.125,0.0,0.0,0.0,0.0,0.0,0.0,PS,PS,PS,18494.039216,13624,,,,18449.0
Debutantes School of Cosmetology and Nail Technology,Dekalb,IL,60115-3301,,,,,,1.0,0.3039,0.2353,0.4118,77.0,0.0,1.0,0.2857,0.7143,0.026,0.2208,0.013,0.0,0.0,0.026,0.0,0.0,PS,PS,PS,44633.492958,25690,,,,16435.0
Paul Mitchell the School-Farmington Hills,Farmington Hills,MI,48334-1300,,,,,,1.0,0.5628,0.4837,0.8421,138.0,0.0217,0.9783,0.3092,0.4493,0.4275,0.0507,0.0,0.0,0.0145,0.0507,0.0,0.0072,9833,9833,PS,37061.548387,22972,,,,19183.0
Paul Mitchell the School-Merrillville,Merrillville,IN,46410-5540,,,,,,1.0,0.5939,0.4606,0.8261,92.0,0.0109,0.9891,0.1712,0.7065,0.1196,0.1196,0.0109,0.0,0.0,0.0109,0.0,0.0326,9833,9833,0.4343434343,45585.627273,31819.5,,,,16223.0
TIGI Hairdressing Academy Newtown,Newtown,CT,06470-0000,,,,,,1.0,0.5563,0.3179,0.6429,109.0,0.1376,0.8624,0.2661,0.7248,0.0,0.211,0.055,0.0,0.0,0.0,0.0092,0.0,PS,PS,0.5701754386,56979.75,33985,,,,19917.0
Yahweh Beauty Academy,Killeen,TX,76543-4153,,,,,,1.0,0.0,1.0,0.0,33.0,0.2727,0.7273,0.7,0.0606,0.8485,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,PS,PS,PS,12325.540541,10000,,,,19781.0
Arizona School of Integrative Studies,Mesa,AZ,85201,,,,,,1.0,0.5547,0.4075,0.7206,178.0,0.264,0.736,0.8177,0.5674,0.1236,0.2022,0.0112,0.073,0.0,0.0225,0.0,0.0,8127,8444,0.41875,27652,18055,,,,17796.0
Lee Professional Institute,Fort Myers,FL,33916-9320,,,,,,1.0,0.9655,0.9655,1.0,5.0,0.2,0.8,0.875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PS,PS,PS,10793.658537,9768,,,,20902.0
Park Place Premier Barber School,New Orleans,LA,70122-3808,,,,,,1.0,0.0222,0.5778,0.0,19.0,0.7368,0.2632,0.7188,0.0,0.9474,0.0,0.0,0.0,0.0526,0.0,0.0,0.0,PS,PS,PS,12357.971429,10053,,,,16375.0
The Salon Professional Academy-San Jose,San Jose,CA,95129-5101,,,,,,1.0,0.5194,0.4806,0.5982,233.0,0.0043,0.9957,0.443,0.2575,0.0258,0.5322,0.0987,0.0386,0.0172,0.0258,0.0,0.0043,6333,6333,0.4778761062,38452.376812,25188,,,,19699.0
Tri-Community Adult Education,Covina,CA,91722-3925,,,,,,1.0,0.0,0.1417,,217.0,0.5576,0.4424,0.5822,0.3134,0.1244,0.4839,0.0461,0.0,0.0,0.0323,0.0,0.0,PS,PS,,,,,,,
